Arquivo de Áudio,Transcrição
audio_8068.wav,campanha da campanha a campanha Eu também te abandona as manifestações
audio_8069.wav,vestido pelas máquinas
audio_807.wav,bateria me excluído então não procede essa
audio_8070.wav,Buenos Aires ou São Paulo São Paulo
audio_8071.wav,tirar ela ela
audio_8072.wav,Lira na veia orçamento secreto
audio_8073.wav,tipo do processo por quê quero crer não há outro jeito é uma briga por Ibope
audio_8075.wav,ela é usada no sentido de vencer uma questão
audio_8076.wav,dado uma mulher que só quis pagar
audio_8077.wav,demagogia agora eu disse isso numa Revista A
audio_8078.wav,acostumado de ver assim para ter um para ter um estranheza assim um estranhamento de nossa
audio_8079.wav,que o Brasil precisa retomar a sua atividade industrial ou seja
audio_808.wav,com o avanço da ciência
audio_8080.wav,você é muito
audio_8081.wav,você tá me chamando de
audio_8082.wav,e acho que esse é o papel de
audio_8083.wav,para vir alguém para o
audio_8084.wav,funcionamento o partido que teve mais militantes mortos
audio_8085.wav,um canto nenhum absoluto mas eu vou gostar que você acha esse
audio_8086.wav,eu nunca ge
audio_8087.wav,[Erro] Não foi possível transcrever o áudio
audio_8088.wav,tem interesse pretende fazer isso de assumir essa liderança Nacional de crítica
audio_8089.wav,prédios com
audio_809.wav,jornalismo
audio_8090.wav,creme com serviço de champanhe e tal Abre Abre o vitrô aqui
audio_8091.wav,essa mesma pauta que o Brasil não quer mais bolo
audio_8092.wav,2021 se bem
audio_8094.wav,chegava um momento
audio_8095.wav,deveria ter perdido as eleições em São Bernardo do Campo
audio_8096.wav,raciocínio leva isso o raciocínio leva isso
audio_8097.wav,Marisa falar da
audio_8098.wav,em 2012
audio_8099.wav,fazer qualquer concessão para
audio_81.wav,Rua Luiz Inácio Lula da Silva o presidente do PT o partido dos
audio_810.wav,Nossa inclusive nós mulheres muitas
audio_8100.wav,foi prestar depoimento desarmado
audio_8101.wav,na vida real
audio_8102.wav,Por que morreram três pessoas pelo menos de ca
audio_8103.wav,dicas aposentados sofram o que já estão sofrendo hoje ganhando
audio_8104.wav,desqualificados que o fascismo foi um movimento de
audio_8105.wav,por causa da dívida externa o Lu
audio_8106.wav,Então vamos jogar Joga na roleta perdeu o dinheiro na roleta agora no 21 jogou perdeu
audio_8107.wav,ainda não não estava
audio_8108.wav,o rapaz vinha de Porto
audio_8109.wav,[Erro] Não foi possível transcrever o áudio
audio_811.wav,51 milhões de voto assim como em 2018
audio_8110.wav,recebe aproximadamente recebe não
audio_8111.wav,assim enxada falei Aí eu falei
audio_8112.wav,se eu tivesse infringido
audio_8113.wav,almofada obviamente depois eu tive a sorte de conhecer pessoalmente
audio_8114.wav,uns 20 anos do movimento social né se a gente considerar
audio_8115.wav,e é uma te
audio_8116.wav,a gente tem que respeitar a constituição brasileira acho que isso é um erro de
audio_8118.wav,a sociedade de saber do seu passado
audio_8120.wav,[Erro] Não foi possível transcrever o áudio
audio_8121.wav,de acesso as informações reais a gente pede
audio_8122.wav,com relação à manutenção da da do entulho da le
audio_8123.wav,todos os companheiros porque no meu caso eu corri quase toda
audio_8124.wav,cuidador de cães deve-se uma discussão que puta que
audio_8125.wav,[Erro] Não foi possível transcrever o áudio
audio_8126.wav,põe o valor que pesou para o eleitor na escolha na sua escolha nas ur
audio_8127.wav,Rio Supremo de cabo
audio_8128.wav,[Erro] Não foi possível transcrever o áudio
audio_8129.wav,de nós
audio_8130.wav,BS que entrou para o senhor o senhor
audio_8131.wav,Presidente será o senhor e não Paulo Guedes
audio_8132.wav,PMDB foi eleito
audio_8133.wav,férias tem direito de teatro
audio_8135.wav,na época três parlamentares não pegaram corrigiu
audio_8136.wav,eu acho que na sua maior parte estão agora
audio_8137.wav,você que pegou meu passaporte sent
audio_8138.wav,no ensino básico
audio_8139.wav,evangélico
audio_814.wav,o Superior Tribunal militar pegaram tudo lá
audio_8140.wav,o nosso campo político compreendeu isso
audio_8141.wav,eu hoje eu morro junto entendeu
audio_8142.wav,visto como princípio já disse isso numa revista a questão de
audio_8144.wav,sobre a prática de Stalin sobre as práticas de mal que que você
audio_8145.wav,desafio de
audio_8146.wav,em torno de mim são os movimentos que
audio_8147.wav,início eu me despedir de lá anda dizendo Amor vai falei para ela
audio_8148.wav,corrupção Por que que quase 30 anos
audio_8149.wav,queria tortura e se o ele
audio_8150.wav,como é que eu posso pagar passagem aérea
audio_8152.wav,é para ser presidente do Brasil é justamente para mudar a agenda certo
audio_8153.wav,[Erro] Não foi possível transcrever o áudio
audio_8154.wav,direito de pensar que
audio_8155.wav,passar a ideia de uma disputa
audio_8156.wav,são os extratos mais pobres basta a gente ver
audio_8157.wav,estamos disposto a conversar com
audio_8158.wav,a maior parte
audio_8159.wav,ela
audio_816.wav,havia um dinheiro que não valia agora é um dinheiro que vai o dinheiro
audio_8160.wav,mas Paulo ficou
audio_8161.wav,já deu até achei estranho
audio_8162.wav,eu quero já
audio_8163.wav,[Erro] Não foi possível transcrever o áudio
audio_8164.wav,faz essas críticas aos meios de comunicação
audio_8165.wav,a cidade de atlética física é elogia
audio_8166.wav,ou seja o sujeito tinha que acordar 3:00 da manhã para pegar uma estrada para ir à Botucatu para ir
audio_8167.wav,[Erro] Não foi possível transcrever o áudio
audio_8168.wav,primeira frase que eu disse foi qual
audio_8169.wav,comentar aí pautas como liberação
audio_817.wav,a dívida social gigantesca da nossa terra
audio_8170.wav,eu disse pela
audio_8171.wav,entre políticas que tira o
audio_8173.wav,e tem como exemplo Então você
audio_8174.wav,hoje em dia eu mexo com compositores sabe com grandes
audio_8175.wav,enfim
audio_8176.wav,o meu papel o papel do meu partido
audio_8177.wav,apenas a história dos russos eles
audio_8178.wav,da Volkswagen no Pará e eles constataram que tinha
audio_8179.wav,como os nossos filhos a minha filha o meu enteado como
audio_818.wav,PSDB que eu atuava
audio_8181.wav,Se eu quisesse
audio_8182.wav,esse veja
audio_8183.wav,opinião pública que nós somos minoritários no con
audio_8184.wav,entrou na campanha ela foi muito muito pesada sabe
audio_8185.wav,[Erro] Não foi possível transcrever o áudio
audio_8186.wav,é que as condições do PT eram outras alguma coisa veja
audio_8187.wav,é impossível continuar com isso o serviço da
audio_8188.wav,por ele porque aquilo
audio_8189.wav,tava aquele embalava
audio_819.wav,escrevo livro
audio_8190.wav,mas eu acho que este compromisso que o Lula traz
audio_8193.wav,deixa deixa eu contar
audio_8194.wav,nos Canaviais todo mundo achava um absurdo também eu achava Um ab
audio_8195.wav,a força dele e ele
audio_8197.wav,o país se todas as pessoas tiverem dizendo amém a quem está no governo
audio_8199.wav,Revista Manchete e o compa
audio_8200.wav,aí você abre tudo e dentro
audio_8201.wav,[Erro] Não foi possível transcrever o áudio
audio_8202.wav,[Erro] Não foi possível transcrever o áudio
audio_8203.wav,[Erro] Não foi possível transcrever o áudio
audio_8204.wav,70000 pessoas o Brasil tem 135 milhões de brasileiros
audio_8205.wav,eu penso e É uma pena que Tancredo
audio_8206.wav,até quando não for até quando não for você não sei você vai receber você vai
audio_8207.wav,12 de maio
audio_8209.wav,Deus te proteja aí de nada
audio_821.wav,presta atenção quem é esse cara Quem é esse cara
audio_8210.wav,o mundo hoje que os Estados Unidos
audio_8211.wav,ele não oferece suborno o Boris E aí eu desco
audio_8212.wav,a gente tem que ter responsabilidade E aí meu
audio_8213.wav,morar em Brasília
audio_8214.wav,uma espécie
audio_8215.wav,literalmente eu posso claro eu respeito mas eu não disse isso eu
audio_8216.wav,porque cada r$ 10 que
audio_8217.wav,de cedo eu ia pegar eles quatro no aeroporto
audio_8218.wav,tem dedicado sua vida ciência geralmente ele sente repugnância pelo processo
audio_8219.wav,eu defendo uma ideia de desenvolvimento
audio_822.wav,[Erro] Não foi possível transcrever o áudio
audio_8220.wav,comporta atualmente por exemplo
audio_8221.wav,eu tinha consciência e
audio_8223.wav,dos liberais no Brasil o que você
audio_8224.wav,pergunta como brasileiro seria o ideal
audio_8225.wav,desse país morre
audio_8226.wav,Pesquisa onde o universo era de 2.400 pessoas
audio_8227.wav,na vida não é brincadeira
audio_8228.wav,com raciocínio lá na frente então os liberais é maior
audio_8229.wav,porque o que é mais importante não
audio_823.wav,aí o homem
audio_8230.wav,ao mesmo tempo vamos lá
audio_8231.wav,para tristeza
audio_8232.wav,defesa eu queria eu queria ressaltar um fato
audio_8233.wav,que o Brasil volte para as mãos das mulheres e dos homens do povo brasileiro se eu fosse
audio_8234.wav,é triste dizer mas houve uma certa crosta
audio_8235.wav,Alô a história toda
audio_8236.wav,[Erro] Não foi possível transcrever o áudio
audio_8237.wav,ela é intrigante que há poucos anos por iniciativa do PSOL foi
audio_8238.wav,que a gente tava um pouquinho antes de entrar Essa é abandono ou não abandono da Cúpula pelo do SPC eu
audio_8239.wav,situação
audio_824.wav,essa coisa de dizer que vocês resolvem corrupção
audio_8240.wav,eu até propus eu não sei se você assistiu o dia
audio_8242.wav,exatamente a situação jornal colocou exatamente como
audio_8243.wav,Geraldo Alckmin
audio_8244.wav,você existe mudado para isso eu acho que
audio_8245.wav,para fazer para você vamos ver tô aqui no banheiro do avião
audio_8246.wav,o Lula terá que invadir
audio_8247.wav,justo dos quase
audio_8248.wav,orientava o governador Franco
audio_8249.wav,[Erro] Não foi possível transcrever o áudio
audio_825.wav,Vânia eu cheguei no
audio_8250.wav,frente vão tocar esse barco para frente
audio_8252.wav,não e a cara do Milani
audio_8254.wav,sim mas ela esteve
audio_8255.wav,enfrentar tanto orçamento se
audio_8256.wav,que manobra para ganhar
audio_8257.wav,limão
audio_8258.wav,ai que desgraça de viagem é essa E aí eu falei
audio_8259.wav,a eleição presidencial no Brasil assim francamente
audio_8260.wav,de capacidade do Diálogo muito mais do que apontar o dedo
audio_8261.wav,segundo turno
audio_8262.wav,porque eu não frequento a direção esta
audio_8263.wav,veja eu não tô eu não tô discutindo o Brasil
audio_8264.wav,se eu não me engano aqui inclusive
audio_8265.wav,estamos na metade do ano por suas excelência
audio_8266.wav,televisão embora todos nós tivéssemos concordado com
audio_8267.wav,para poder controlar isso E aí o movimento sindical foi colocado no segundo
audio_8268.wav,eu odeio ele
audio_8269.wav,35%
audio_827.wav,[Erro] Não foi possível transcrever o áudio
audio_8270.wav,mais uns 50
audio_8271.wav,[Erro] Não foi possível transcrever o áudio
audio_8272.wav,Oi
audio_8273.wav,José Gregório É verdade olha
audio_8274.wav,[Erro] Não foi possível transcrever o áudio
audio_8275.wav,[Erro] Não foi possível transcrever o áudio
audio_8276.wav,[Erro] Não foi possível transcrever o áudio
audio_8277.wav,adolescente a gente tem orgulho da rua da gente né o cara com 11 anos o cara
audio_8278.wav,fazer para combater o antipetismo uma reforma política
audio_8279.wav,crescimento de
audio_828.wav,você tá chegando
audio_8280.wav,eu te pergunto você recebe
audio_8281.wav,significado de Santo André foi o sindicato que devolveu um pouquinho e eu
audio_8282.wav,qualquer pessoa com o mínimo de Lucidez intelectual percebe
audio_8283.wav,O que é a democracia aqui no Brasil
audio_8284.wav,para o Boris que o partido não abandonou o Suplicy
audio_8285.wav,Nenhuma medida econômica e foi
audio_8286.wav,E aí amiga falou
audio_8287.wav,o senhor acha que as pessoas podem
audio_8288.wav,de reformas no estado para
audio_829.wav,Sérgio Cabral assim que o senhor fez por que que eu posso fazer
audio_8290.wav,hoje eu citei essa edição desse programa um programa Altas Horas extraordinário
audio_8291.wav,de carro estive na mesa de negociação
audio_8292.wav,e eu acho que é normal você sentir
audio_8293.wav,para Angola para Bolívia isso eu quero saber e se o Brasil
audio_8294.wav,seja responsável
audio_8295.wav,ficamos que o movimento sindical dever-se participar do Conselho monetário Nacional
audio_8296.wav,vírgula numa forma de uma chave no colchete eu acho a solução
audio_8297.wav,se ela não fez bem ao Brasil tampouco o combate à corrupção hoje
audio_8299.wav,funcionalização né Você vai entrar
audio_83.wav,também com 65
audio_830.wav,ele é uma coisa muito mais prática do que teórica
audio_8300.wav,mesmo Zema declarando apoio ao bolsonaro
audio_8301.wav,tipo aqueles cara
audio_8302.wav,você tava dormindo alguma coisa
audio_8303.wav,misóginas né preconce
audio_8305.wav,parado com a ilha como
audio_8306.wav,a empresa a empresa ela se cara
audio_8307.wav,candidato Ciro Gomes é privilegiar quatro setores
audio_8308.wav,[Erro] Não foi possível transcrever o áudio
audio_8309.wav,que bolsonaro é adotou esses benefícios também
audio_831.wav,para agricultura e para o agronegócio brasileiro eu gosto que tu sabe tudo
audio_8310.wav,sobre corrupção é como se a esquerda tivesse feito um pacto de
audio_8311.wav,comi a terra Vixe tanta coisa que eu não
audio_8312.wav,Ou seja você tem
audio_8313.wav,[Erro] Não foi possível transcrever o áudio
audio_8314.wav,para tirar
audio_8316.wav,um determinado momento parecia mais Terapia Do que campanha política
audio_8317.wav,Eu não eu não assisti
audio_8318.wav,considerar o congresso como um órgão acima de qualquer suspeita
audio_8319.wav,mas o senhor não não eu nunca tivesse fala
audio_832.wav,Vitória o Brasil não pode continuar mandando 12 B
